id,name,prep_time,cook_time,cal,main,ing_name,ing_q
,Summery Roast Chicken Salad,,30,,,trimmed fine green beans,160
,Chilli Chicken Cashew Noodles,,10,,,Tenderstem broccoli,160
,Dijon Salmon With Crushed Potatoes,,10,,,Tenderstem broccoli,160
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,Tenderstem broccoli,160
,Spicy 'Nduja Spaghetti Carbonara,,10,,,Tenderstem broccoli,160
,Spicy Rainbow Veg & Black Bean Curry,,15,,,sugar snap peas,160
,"Chilli, Garlic & Jumbo Prawn Spaghetti",,10,,,quick cook spaghetti,160
,"Chorizo, Caper & Spinach Spaghetti",,10,,,quick cook spaghetti,160
,Creamy Haddock Florentine Spaghetti,,10,,,quick cook spaghetti,160
,Creamy Haddock Spaghetti With Chilli,,10,,,quick cook spaghetti,160
,Spicy 'Nduja Spaghetti Carbonara,,10,,,quick cook spaghetti,160
,Sticky Ginger Beef Noodles,,10,,,mangetout,160
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,chestnut mushrooms,160
,Chestnut Mushroom Bolognese,,40,,,chestnut mushrooms,160
,Creamy Garlic Mushroom Gnocchi,,10,,,chestnut mushrooms,160
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,chestnut mushrooms,160
,Mushroom Biryani With Cucumber Raita,,10,,,chestnut mushrooms,160
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,chestnut mushrooms,160
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,chestnut mushrooms,160
,Smoky Chicken Goulash With Basmati Rice,,25,,,chestnut mushrooms,160
,One-Pot Minty Lamb & Potato Stew,,35,,,Chantenay carrots,160
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,butternut squash cubes,160
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,butternut squash cubes,160
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,butternut squash cubes,160
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,blanched peas,160
,Baked Spring Veg Casserole With Honey Chicken,,45,,,blanched peas,160
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,blanched peas,160
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,blanched peas,160
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,blanched peas,160
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,blanched peas,160
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,blanched edamame beans,160
,Asparagus & Goats' Cheese Risotto,,35,,,arborio rice,160
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,arborio rice,160
,Easy One-Pot Haddock & Leek Risotto,,35,,,arborio rice,160
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,arborio rice,160
,Smoked Mackerel & Lemon Risotto With Pea Shoots,,35,,,arborio rice,160
,Chicken Caesar Salad & Focaccia Croutons,,10,,,white wine vinegar ,15
,Garlic Mushroom & Sage Gnocchi,,10,,,white wine vinegar ,15
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,white wine vinegar ,15
,Seeded Goats' Cheese & Sweet Potato Salad,,30,,,white wine vinegar ,15
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,white wine vinegar,15
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,white wine vinegar,15
,Chilli Crab & Spring Green Noodles,,10,,,toasted sesame oil,15
,Easy Prawn Chow Mein,,10,,,toasted sesame oil,15
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,toasted sesame oil,15
,Miso-Butter Chicken Noodles,,25,,,toasted sesame oil,15
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,toasted sesame oil,15
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,toasted sesame oil,15
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,toasted sesame oil,15
,Speedy Prawn & Pineapple Stir-Fry,,25,,,toasted sesame oil,15
,Sticky Ginger Beef Noodles,,10,,,toasted sesame oil,15
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,tamari soy sauce,15
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,tamari soy sauce,15
,Smoked Mackerel & Pickled Red Cabbage Salad,,10,,,tamari soy sauce,15
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,soy sauce ,15
,Chestnut Mushroom Bolognese,,40,,,soy sauce,15
,Chilli Chicken Cashew Noodles,,10,,,soy sauce,15
,Chilli Crab & Spring Green Noodles,,10,,,soy sauce,15
,Chinese Beef & Broccoli Stir-Fry,,10,,,soy sauce,15
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,soy sauce,15
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,soy sauce,15
,Prawn & Courgette Noodle Soup,,10,,,soy sauce,15
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,soy sauce,15
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,soy sauce,15
,Speedy Prawn & Pineapple Stir-Fry,,25,,,soy sauce,15
,Sticky Ginger Beef Noodles,,10,,,soy sauce,15
,Sweet 'N' Sour Chicken With Edamame Rice,,10,,,soy sauce,15
,Sweet Chilli Turkey Noodles,,10,,,soy sauce,15
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,rice vinegar	,15
,Sticky Ginger Beef Noodles,,10,,,rice vinegar,15
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,rice vinegar,15
,Sweet 'N' Sour Chicken With Edamame Rice,,10,,,rice vinegar,15
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,red wine vinegar,15
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,red wine vinegar,15
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,red wine vinegar,15
,Spanish Chicken & Charred Pepper Salad,,30,,,red wine vinegar,15
,Tangy Tomato & Goats' Cheese Linguine,,20,,,red wine vinegar,15
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,mirin,15
,Speedy Teriyaki Salmon Noodles,,15,,,mirin,15
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,Henderson's Relish,15
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,Henderson's Relish,15
,Chestnut Mushroom Bolognese,,40,,,Henderson's Relish,15
,Chunky Shepherds Pie With Buttery Greens,,55,,,Henderson's Relish,15
,Mc & Sons' Chicken Khao Soi Curry,,35,,,fish sauce,15
,Cheesy Lentil & Tomato Stuffed Portobellos,,15,,,cider vinegar,15
,Summery Roast Chicken Salad,,30,,,cider vinegar,15
,Asparagus & Goats' Cheese Risotto,,35,,,Chinese rice wine,15
,Beef Meatballs With Creamy Pappardelle,,25,,,Chinese rice wine,15
,Creamy Haddock Spaghetti With Chilli,,10,,,Chinese rice wine,15
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,Chinese rice wine,15
,Smoked Fish & Corn Chowder,,10,,,Chinese rice wine,15
,Smoked Mackerel & Lemon Risotto With Pea Shoots,,35,,,Chinese rice wine,15
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,balsamic vinegar,15
,Chestnut Mushroom Bolognese,,40,,,balsamic vinegar,15
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,balsamic vinegar,15
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,balsamic vinegar,15
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,balsamic vinegar,15
,Plant-Based Aubergine Pasta Bake,,40,,,balsamic vinegar,15
,Harissa Chickpea & Apricot Tagine,,10,,,tahini ,15
,Lebanese-Style Halloumi Wraps With Tahini Sauce,,10,,,tahini ,15
,Baharat Beef Stew With Fruity Couscous,,10,,,roasted garlic paste ,15
,Chilli Crab & Spring Green Noodles,,10,,,roasted garlic paste ,15
,"Chilli, Garlic & Jumbo Prawn Spaghetti",,10,,,roasted garlic paste ,15
,Creamy Haddock Spaghetti With Chilli,,10,,,roasted garlic paste ,15
,Tomato & Goats' Cheese Gnocchi,,10,,,roasted garlic paste ,15
,Chorizo & Tenderstem Fusilli,,10,,,roasted garlic paste,15
,"Chorizo, Caper & Spinach Spaghetti",,10,,,roasted garlic paste,15
,Creamy Garlic Mushroom Gnocchi,,10,,,roasted garlic paste,15
,Creamy Haddock Florentine Spaghetti,,10,,,roasted garlic paste,15
,Garlic Mushroom & Sage Gnocchi,,10,,,roasted garlic paste,15
,Jumbo Prawn Saganaki,,10,,,roasted garlic paste,15
,Plant-Based Creamy Truffle Mushroom Amorini,,10,,,roasted garlic paste,15
,Cheesy Lentil & Tomato Stuffed Portobellos,,15,,,pumpkin seeds,15
,Courgette & Goats' Cheese Linguine,,20,,,pumpkin seeds,15
,Speedy Harissa & Tomato Haddock With Couscous,,15,,,pumpkin seeds,15
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,pumpkin seeds,15
,Sticky Ginger Beef Noodles,,10,,,ginger paste,15
,Chilli Chicken Cashew Noodles,,10,,,ginger & garlic paste ,15
,Smoked Fish & Spinach Pilau Rice,,10,,,ginger & garlic paste ,15
,Chinese Beef & Broccoli Stir-Fry,,10,,,ginger & garlic paste,15
,Sweet 'N' Sour Chicken With Edamame Rice,,10,,,ginger & garlic paste,15
,Sweet Chilli Turkey Noodles,,10,,,ginger & garlic paste,15
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,fresh root ginger,15
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,fresh root ginger,15
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,fresh root ginger,15
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,fresh root ginger,15
,Korean Prawn Jjam-Pong Noodle Soup,,25,,,fresh root ginger,15
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,fresh root ginger,15
,Miso-Butter Chicken Noodles,,25,,,fresh root ginger,15
,Nutty Lemongrass & Haddock Stir Fry,,25,,,fresh root ginger,15
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,fresh root ginger,15
,One-Pot Thai Red Chicken Noodle Soup,,35,,,fresh root ginger,15
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,fresh root ginger,15
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,fresh root ginger,15
,"Golden Halloumi, Tzatziki & Fruity Couscous",,10,,,flaked almonds ,15
,Harissa Chickpea & Apricot Tagine,,10,,,flaked almonds,15
,Moroccan Chicken With Lemony Couscous,,35,,,flaked almonds,15
,Plant-Based Aubergine Pasta Bake,,40,,,flaked almonds,15
,Scandi-Style Mackerel & Potato Salad With Spinach,,20,,,flaked almonds,15
,Spicy Halloumi Stew With Couscous,,10,,,flaked almonds,15
,Spicy Halloumi Stew With Sultana Couscous,,10,,,flaked almonds,15
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,flaked almonds,15
,Mushroom Biryani With Cucumber Raita,,10,,,crispy onions ,15
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,crispy onions ,15
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,crispy onions,15
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,capers,15
,Chicken Caesar Salad & Focaccia Croutons,,10,,,capers,15
,"Chorizo, Caper & Spinach Spaghetti",,10,,,capers,15
,Mediterranean Fish Gyros,,10,,,capers,15
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,capers,15
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,tortiglioni pasta,150
,Cheesy Pepperoni Pasta Bake,,35,,,tortiglioni pasta,150
,Pasta Alla Genovese,,20,,,tortiglioni,150
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,sushi rice,150
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,sushi rice,150
,Chilli Crab & Spring Green Noodles,,10,,,spring greens,150
,Chunky Shepherds Pie With Buttery Greens,,55,,,spring greens,150
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,spring greens,150
,Nutty Lemongrass & Haddock Stir Fry,,25,,,spring greens,150
,Nutty Lemongrass & Haddock Stir Fry,,25,,,rice noodles,150
,Chorizo & Tenderstem Fusilli,,10,,,quick cook fusilli,150
,Creamy Pesto Salmon Fusilli,,10,,,quick cook fusilli,150
,Mushroom Biryani With Cucumber Raita,,10,,,portobello mushrooms,150
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,portobello mushrooms,150
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,portobello mushrooms,150
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,portobello mushrooms,150
,All-In-One Beef Stifado Orzo Stew,,40,,,orzo pasta,150
,Creamy Leek Orzo With 'Nduja Jumbo Prawns,,25,,,orzo pasta,150
,Garlicky Prawns With Tomato & Green Butter Orzo,,35,,,orzo pasta,150
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,orzo,150
,Plant-Based Aubergine Pasta Bake,,40,,,macaroni,150
,Kickin' Cajun Chicken & Sweetcorn Casserole,,25,,,canned sweetcorn,150
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,canned sweetcorn,150
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,canned sweetcorn,150
,Smoked Fish & Corn Chowder,,10,,,canned sweetcorn,150
,Simple Smoked Fish Florentine Bake,,45,,,baby leaf spinach ,150
,Smoked Mackerel & Pickled Red Cabbage Salad,,10,,,pickled red cabbage,140
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,bulgur wheat,130
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,basmati rice,130
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,basmati rice,130
,King Prawn Paella With Lemon Aioli,,35,,,basmati rice,130
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,basmati rice,130
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,basmati rice,130
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,seasonal radishes,125
,Cheesy Pepperoni Pasta Bake,,35,,,mozzarella ball,125
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,mozzarella ball,125
,10-Min Creamy Chorizo Gnocchi With Spinach,,10,,,cherry tomatoes,125
,Cheesy Lentil & Tomato Stuffed Portobellos,,15,,,cherry tomatoes,125
,Cheesy Pepperoni Pasta Bake,,35,,,cherry tomatoes,125
,Chorizo & Tenderstem Fusilli,,10,,,cherry tomatoes,125
,Creamy Haddock Florentine Spaghetti,,10,,,cherry tomatoes,125
,Creamy Haddock Spaghetti With Chilli,,10,,,cherry tomatoes,125
,Greek Bean Stew With Feta & Baby Kale,,10,,,cherry tomatoes,125
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,cherry tomatoes,125
,Plant-Based Aubergine Pasta Bake,,40,,,cherry tomatoes,125
,Speedy Harissa & Tomato Haddock With Couscous,,15,,,cherry tomatoes,125
,Summery Roast Chicken Salad,,30,,,cherry tomatoes,125
,Sweet 'N' Smoky BBQ Chicken Fajitas,,20,,,cherry tomatoes,125
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,cherry tomatoes,125
,All-In-One Beef Stifado Orzo Stew,,40,,,baby plum tomatoes,125
,"Fiery Tomato, Crab & Fennel Pappardelle ",,30,,,baby plum tomatoes,125
,Plant-Based Creamy Truffle Mushroom Amorini,,10,,,quick cook amorini,120
,Baharat Beef Stew With Fruity Couscous,,10,,,couscous,120
,"Golden Halloumi, Tzatziki & Fruity Couscous",,10,,,couscous,120
,"Halloumi, Couscous & Orange Salad",,10,,,couscous,120
,Harissa Chickpea & Apricot Tagine,,10,,,couscous,120
,Moroccan Chicken With Lemony Couscous,,35,,,couscous,120
,Speedy Harissa & Tomato Haddock With Couscous,,15,,,couscous,120
,Spicy Halloumi Stew With Couscous,,10,,,couscous,120
,Spicy Halloumi Stew With Sultana Couscous,,10,,,couscous,120
,Beef Meatballs With Creamy Pappardelle,,25,,,baby leaf spinach,120
,"Chorizo, Caper & Spinach Spaghetti",,10,,,baby leaf spinach,120
,Tangy Tomato & Goats' Cheese Linguine,,20,,,baby leaf spinach,120
,Pak Choi & Baby Corn Black Bean Stir-Fry,,10,,,baby corn,120
,Asparagus & Goats' Cheese Risotto,,35,,,asparagus spears,120
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,vegetable stock mix ,11
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,vegetable stock mix ,11
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,vegetable stock mix,11
,Asparagus & Goats' Cheese Risotto,,35,,,vegetable stock mix,11
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,vegetable stock mix,11
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,vegetable stock mix,11
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,vegetable stock mix,11
,Courgette & Goats' Cheese Linguine,,20,,,vegetable stock mix,11
,Easy One-Pot Haddock & Leek Risotto,,35,,,vegetable stock mix,11
,King Prawn Paella With Lemon Aioli,,35,,,vegetable stock mix,11
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,vegetable stock mix,11
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,vegetable stock mix,11
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,vegetable stock mix,11
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,vegetable stock mix,11
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,vegetable stock mix,11
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,vegetable stock mix,11
,Pasta Alla Genovese,,20,,,vegetable stock mix,11
,Peruvian-Style Prawn & Rice Chowder,,20,,,vegetable stock mix,11
,Plant-Based Creamy Truffle Mushroom Amorini,,10,,,vegetable stock mix,11
,Smoked Mackerel & Lemon Risotto With Pea Shoots,,35,,,vegetable stock mix,11
,Speedy Harissa & Tomato Haddock With Couscous,,15,,,vegetable stock mix,11
,Spicy Rainbow Veg & Black Bean Curry,,15,,,vegetable stock mix,11
,Tangy Tomato & Goats' Cheese Linguine,,20,,,vegetable stock mix,11
,Warming King Prawn Bhuna With Rice And Naan,,30,,,vegetable stock mix,11
,One-Pot Thai Red Chicken Noodle Soup,,35,,,chicken stock mix ,11
,Smoky Chicken Goulash With Basmati Rice,,25,,,chicken stock mix ,11
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,chicken stock mix,11
,Baked Spring Veg Casserole With Honey Chicken,,45,,,chicken stock mix,11
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,chicken stock mix,11
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,chicken stock mix,11
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,chicken stock mix,11
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,chicken stock mix,11
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,chicken stock mix,11
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,chicken stock mix,11
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,beef stock mix ,11
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,beef stock mix,11
,Baharat Beef Stew With Fruity Couscous,,10,,,beef stock mix,11
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,beef stock mix,11
,Chunky Shepherds Pie With Buttery Greens,,55,,,beef stock mix,11
,Crispy Chilli Beef Udon Broth,,10,,,beef stock mix,11
,Melty Greek Lamb Moussaka,,50,,,beef stock mix,11
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,beef stock mix,11
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,beef stock mix,11
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,beef stock mix,11
,Chilli Chicken Cashew Noodles,,10,,,tomato ketchup ,10
,Sweet 'N' Sour Chicken With Edamame Rice,,10,,,tomato ketchup,10
,Baharat Beef Stew With Fruity Couscous,,10,,,parsley & mint,10
,Greek Bean Stew With Feta & Baby Kale,,10,,,parsley & dill mix,10
,Harissa Haddock Stew With Yoghurt,,10,,,parsley & dill ,10
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,parsley & dill,10
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,parsley & dill,10
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,parsley & chives,10
,Smoky Chicken & Mushroom Linguine,,20,,,parsley,10
,"Golden Halloumi, Tzatziki & Fruity Couscous",,10,,,mint & dill,10
,One-Pot Minty Lamb & Potato Stew,,35,,,mint,10
,Smoked Fish & Corn Chowder,,10,,,dill & chives,10
,Dijon Salmon With Crushed Potatoes,,10,,,dill,10
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,coriander & mint,10
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,coriander,10
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,coriander,10
,One-Pot Thai Red Chicken Noodle Soup,,35,,,coriander,10
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,coriander,10
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,coriander,10
,Chestnut Mushroom Bolognese,,40,,,basil,10
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,basil,10
,Tomato & Goats' Cheese Gnocchi,,10,,,basil,10
,Chilli Crab & Spring Green Noodles,,10,,,white and brown Orkney crab meat,100
,"Fiery Tomato, Crab & Fennel Pappardelle ",,30,,,white and brown Orkney crab meat,100
,Smoky Chicken Goulash With Basmati Rice,,25,,,soured cream,100
,Beef Meatballs With Creamy Pappardelle,,25,,,soft cheese,100
,Speedy Teriyaki Salmon Noodles,,15,,,salmon flakes,100
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,red lentils,100
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,linguine,100
,Greek Bean Stew With Feta & Baby Kale,,10,,,feta cheese,100
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,feta cheese,100
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,diced chorizo,100
,Chorizo & Tenderstem Fusilli,,10,,,diced chorizo,100
,"Chorizo, Caper & Spinach Spaghetti",,10,,,diced chorizo,100
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,crÃ¨me fraÃ®che,100
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,crÃ¨me fraÃ®che,100
,Creamy Garlic Mushroom Gnocchi,,10,,,crÃ¨me fraÃ®che,100
,Creamy Haddock Florentine Spaghetti,,10,,,crÃ¨me fraÃ®che,100
,Creamy Tarragon & Mustard Lentil Chicken,,10,,,crÃ¨me fraÃ®che,100
,Dijon Salmon With Crushed Potatoes,,10,,,crÃ¨me fraÃ®che,100
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,crÃ¨me fraÃ®che,100
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,crÃ¨me fraÃ®che,100
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,crÃ¨me fraÃ®che,100
,Spicy 'Nduja Spaghetti Carbonara,,10,,,crÃ¨me fraÃ®che,100
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,brown rice,100
,Smoked Mackerel & Pickled Red Cabbage Salad,,10,,,British smoked mackerel fillet,100
,10-Min Creamy Chorizo Gnocchi With Spinach,,10,,,British diced chorizo ,100
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,British bacon lardons,100
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,basmati rice,100
,Peruvian-Style Prawn & Rice Chowder,,20,,,basmati rice,100
,Smoky Chicken Goulash With Basmati Rice,,25,,,basmati rice,100
,Warming King Prawn Bhuna With Rice And Naan,,30,,,basmati rice,100
,Melty Greek Lamb Moussaka,,50,,,tsp ground cinnamon ,1
,Spanish Chicken & Charred Pepper Salad,,30,,,tsp cayenne pepper,1
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,tsp ground turmeric,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,tsp ground turmeric,1
,Nutty Lemongrass & Haddock Stir Fry,,25,,,tsp ground turmeric,1
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,tsp ground turmeric,1
,Warming King Prawn Bhuna With Rice And Naan,,30,,,tsp ground fenugreek,1
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,tsp ground cinnamon ,1
,All-In-One Beef Stifado Orzo Stew,,40,,,tsp ground cinnamon,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,tsp ground cinnamon,1
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,tsp five-spice mix,1
,Tangy Tomato & Goats' Cheese Linguine,,20,,,tsp dried chilli flakes ,1
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,tsp dried chilli flakes,1
,Chinese Beef & Broccoli Stir-Fry,,10,,,tsp dried chilli flakes,1
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,tsp dried chilli flakes,1
,Crispy Chilli Beef Udon Broth,,10,,,tsp dried chilli flakes,1
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,tsp dried chilli flakes,1
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,tsp dried chilli flakes,1
,Huevos Rancheros With Coriander Oil,,20,,,tsp dried chilli flakes,1
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,tsp dried chilli flakes,1
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,tsp dried chilli flakes,1
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,tsp dried chilli flakes,1
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,tsp dried chilli flakes,1
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,tsp dried chilli flakes,1
,Pak Choi & Baby Corn Black Bean Stir-Fry,,10,,,tsp dried chilli flakes,1
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,tsp dried chilli flakes,1
,Smoked Fish & Spinach Pilau Rice,,10,,,tsp dried chilli flakes,1
